midi_filename,dataset_name,file_path,processing_time,timestamp,tonal_certainty_piece,pitch_class_entropy_piece,melodic_interval_entropy_piece,ioi_entropy_piece,max_polyphony,avg_polyphony,std_polyphony,polyphony_density,segmentation_results,atc_score,atc_processing_time
Track01303.mid,slakh2100,/depot/yunglu/data/transcription/slakh2100/train/Track01303/Track01303.mid,38.67543435096741,2025-08-06 15:20:26.317375,1.315135448531175,3.0716180463797866,3.808190763006012,0.6656447395342111,11,8.0985645408722,1.33759350620669,0.9992877492877494,"{'max_poly': 11, 'avg_poly': np.float64(8.0985645408722), 'poly_density': np.float64(0.9992877492877494), 'poly_std': np.float64(1.33759350620669), 'mean_max_polyphony_measures': np.float64(10.5), 'std_max_polyphony_measures': np.float64(0.7071067811865476), 'mean_avg_polyphony_measures': np.float64(7.43726131736735), 'std_avg_polyphony_measures': np.float64(0.345178074435912), 'mean_polyphony_density_measures': np.float64(0.9925936244374972), 'std_polyphony_density_measures': np.float64(0.0050041222403708445)}",0.15730338,9.48901653289795
Track01474.mid,slakh2100,/depot/yunglu/data/transcription/slakh2100/train/Track01474/Track01474.mid,38.883333683013916,2025-08-06 15:20:26.525349,1.129672788404731,2.7471503924279395,3.500635592906298,0.637624271371581,17,8.876057106483588,2.016468506283854,0.9993028401685309,"{'max_poly': 17, 'avg_poly': np.float64(8.876057106483588), 'poly_density': np.float64(0.9993028401685309), 'poly_std': np.float64(2.016468506283854), 'mean_max_polyphony_measures': np.float64(14.875), 'std_max_polyphony_measures': np.float64(1.3635890143294642), 'mean_avg_polyphony_measures': np.float64(8.865419000033793), 'std_avg_polyphony_measures': np.float64(0.6400352312846513), 'mean_polyphony_density_measures': np.float64(0.9970255114581149), 'std_polyphony_density_measures': np.float64(0.00283148519783852)}",0.42857143,15.207945346832275
Track00826.mid,slakh2100,/depot/yunglu/data/transcription/slakh2100/train/Track00826/Track00826.mid,43.88574695587158,2025-08-06 15:20:31.527246,0.7779710277092644,2.7973063792685378,3.7086804843194088,0.6126097281550403,13,4.414249394430756,2.549503621533831,0.8570356134766686,"{'max_poly': 13, 'avg_poly': np.float64(4.414249394430756), 'poly_density': np.float64(0.8570356134766686), 'poly_std': np.float64(2.549503621533831), 'mean_max_polyphony_measures': np.float64(11.875), 'std_max_polyphony_measures': np.float64(1.3635890143294642), 'mean_avg_polyphony_measures': np.float64(4.575743985813942), 'std_avg_polyphony_measures': np.float64(0.7548793068229157), 'mean_polyphony_density_measures': np.float64(0.8912059411520845), 'std_polyphony_density_measures': np.float64(0.0626023358023273)}",3.7453876,13.801945924758911
Track00609.mid,slakh2100,/depot/yunglu/data/transcription/slakh2100/train/Track00609/Track00609.mid,55.188910722732544,2025-08-06 15:20:42.830348,0.7917669455870143,2.3741515305283234,2.264183176372655,1.1505130622061421,18,11.816056223814043,4.0694015190053126,0.9913501824570887,"{'max_poly': 18, 'avg_poly': np.float64(11.816056223814043), 'poly_density': np.float64(0.9913501824570887), 'poly_std': np.float64(4.0694015190053126), 'mean_max_polyphony_measures': np.float64(17.0), 'std_max_polyphony_measures': np.float64(1.0), 'mean_avg_polyphony_measures': np.float64(10.288227375282965), 'std_avg_polyphony_measures': np.float64(1.592112780887249), 'mean_polyphony_density_measures': np.float64(0.9897607819281079), 'std_polyphony_density_measures': np.float64(0.005192184106883997)}",1.9743589,12.198762655258179
Track00619.mid,slakh2100,/depot/yunglu/data/transcription/slakh2100/train/Track00619/Track00619.mid,56.08063554763794,2025-08-06 15:20:43.722365,1.1973534562599242,3.334109007426547,3.712623775926188,0.4076533962873085,21,10.820381502137524,4.263167552272984,0.9969257032905829,"{'max_poly': 21, 'avg_poly': np.float64(10.820381502137524), 'poly_density': np.float64(0.9969257032905829), 'poly_std': np.float64(4.263167552272984), 'mean_max_polyphony_measures': np.float64(17.375), 'std_max_polyphony_measures': np.float64(3.314268395890713), 'mean_avg_polyphony_measures': np.float64(10.343197041560511), 'std_avg_polyphony_measures': np.float64(3.2417120536347177), 'mean_polyphony_density_measures': np.float64(0.992983142855117), 'std_polyphony_density_measures': np.float64(0.010944867971445416)}",3.9709764,19.791842937469482
Track00319.mid,slakh2100,/depot/yunglu/data/transcription/slakh2100/train/Track00319/Track00319.mid,56.40459322929382,2025-08-06 15:20:44.046801,1.2315800380276585,3.282224974877467,3.7267486002492944,0.4409698452181697,25,12.702136370403469,2.618625222543092,0.9999441715051359,"{'max_poly': 25, 'avg_poly': np.float64(12.702136370403469), 'poly_density': np.float64(0.9999441715051359), 'poly_std': np.float64(2.618625222543092), 'mean_max_polyphony_measures': np.float64(22.0), 'std_max_polyphony_measures': np.float64(2.598076211353316), 'mean_avg_polyphony_measures': np.float64(12.922296289152172), 'std_avg_polyphony_measures': np.float64(1.523920801966779), 'mean_polyphony_density_measures': np.float64(0.9992648934813114), 'std_polyphony_density_measures': np.float64(0.0012870701719886054)}",0.96330273,17.102348566055298
Track00584.mid,slakh2100,/depot/yunglu/data/transcription/slakh2100/train/Track00584/Track00584.mid,57.6135458946228,2025-08-06 15:20:45.255211,1.1465580500776826,2.9544203953823973,3.7764014867910682,2.6507674598455773,18,10.143965099369888,2.8097762771667747,0.9987220728859122,"{'max_poly': 18, 'avg_poly': np.float64(10.143965099369888), 'poly_density': np.float64(0.9987220728859122), 'poly_std': np.float64(2.8097762771667747), 'mean_max_polyphony_measures': np.float64(16.0), 'std_max_polyphony_measures': np.float64(2.1213203435596424), 'mean_avg_polyphony_measures': np.float64(10.092803480817079), 'std_avg_polyphony_measures': np.float64(2.0063899180111164), 'mean_polyphony_density_measures': np.float64(0.9949475134704819), 'std_polyphony_density_measures': np.float64(0.005255341478496744)}",3.347477,8.119632720947266
Track00730.mid,slakh2100,/depot/yunglu/data/transcription/slakh2100/train/Track00730/Track00730.mid,75.02599048614502,2025-08-06 15:21:02.666707,0.9351297050054298,3.0575461350883333,3.151036230594578,0.6370701092491896,15,8.25164351851855,2.0208369605361787,0.9980324074074074,"{'max_poly': 15, 'avg_poly': np.float64(8.25164351851855), 'poly_density': np.float64(0.9980324074074074), 'poly_std': np.float64(2.0208369605361787), 'mean_max_polyphony_measures': np.float64(13.875), 'std_max_polyphony_measures': np.float64(0.5994789404140899), 'mean_avg_polyphony_measures': np.float64(8.121093624076702), 'std_avg_polyphony_measures': np.float64(0.18926264020982486), 'mean_polyphony_density_measures': np.float64(0.997087934703857), 'std_polyphony_density_measures': np.float64(0.0027022992926557074)}",3.4610493,8.692068099975586
Track00147.mid,slakh2100,/depot/yunglu/data/transcription/slakh2100/train/Track00147/Track00147.mid,77.32786130905151,2025-08-06 15:21:04.969191,1.1561628923577216,2.8086992097084726,3.7179412758988275,1.446737148141755,23,7.399523345249693,4.235814161249668,0.9424132452244245,"{'max_poly': 23, 'avg_poly': np.float64(7.399523345249693), 'poly_density': np.float64(0.9424132452244245), 'poly_std': np.float64(4.235814161249668), 'mean_max_polyphony_measures': np.float64(14.5), 'std_max_polyphony_measures': np.float64(4.847679857416329), 'mean_avg_polyphony_measures': np.float64(6.503718742918158), 'std_avg_polyphony_measures': np.float64(2.056474764889585), 'mean_polyphony_density_measures': np.float64(0.9287727101304362), 'std_polyphony_density_measures': np.float64(0.05410338675362572)}",2.9064977,7.602039337158203
Track00832.mid,slakh2100,/depot/yunglu/data/transcription/slakh2100/train/Track00832/Track00832.mid,78.77385425567627,2025-08-06 15:21:06.416024,0.9010749344939551,2.875709589499691,3.611586530978394,0.9330432849113538,25,9.389320760056263,4.148610212498511,0.9803577224945692,"{'max_poly': 25, 'avg_poly': np.float64(9.389320760056263), 'poly_density': np.float64(0.9803577224945692), 'poly_std': np.float64(4.148610212498511), 'mean_max_polyphony_measures': np.float64(22.125), 'std_max_polyphony_measures': np.float64(2.4206145913796355), 'mean_avg_polyphony_measures': np.float64(9.228323359340411), 'std_avg_polyphony_measures': np.float64(1.125711432788207), 'mean_polyphony_density_measures': np.float64(0.9859735174754243), 'std_polyphony_density_measures': np.float64(0.007932125971811862)}",2.5454545,5.000948905944824
